회원코드,프로그램,상태,프로그램가격,최종결제금액,결제시각,결제유형,채널,보조식품가격,보조식품(추가구매)
XYOUDF6C,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-11 오후 4:44:41.808000,Recurring,facebook,0,구매안함
7ZX01P9Y,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-23 오후 10:43:21.872000,Recurring,others,0,구매안함
0D12VYP6,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-06 오후 9:48:44.224000,Recurring,facebook,0,구매안함
TZQN4P3L,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-17 오전 8:32:05.064000,Recurring,facebook,0,구매안함
37OD3CDM,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-08 오후 6:20:07.352000,Recurring,facebook,0,구매안함
1IE6BS7D,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-25 오후 8:10:34.216000,Recurring,facebook,0,구매안함
FM5J1RWU,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-07-03 오후 8:36:59.008000,Recurring,facebook,0,구매안함
7APO4ZQK,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-24 오전 8:33:44.256000,Recurring,email,0,구매안함
RQN93DBC,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-06 오후 9:55:33.296000,Recurring,facebook,0,구매안함
55A1SXYP,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-06-06 오전 2:03:49.856000,Recurring,facebook,0,구매안함
UTVZZMXY,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-28 오전 9:24:34.304000,Recurring,facebook,0,구매안함
CV17L8KD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-30 오전 11:26:59.864001,Recurring,email,0,구매안함
SJUSGIL8,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-29 오전 12:00:21.056000,Recurring,facebook,0,구매안함
W0FVCQ66,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-06 오후 6:01:40.696000,Recurring,email,0,구매안함
7WM84YRX,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-31 오후 3:15:34.928000,Recurring,facebook,0,구매안함
ROSTF565,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-24 오전 9:41:40.160000,Recurring,others,0,구매안함
6O0BBYVD,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-25 오후 11:04:12.192000,Recurring,facebook,17000,식이요법보조제A
TO9D7STH,체중감량 프로그램 (타입 A),refunded,112500,145500,2017-08-23 오후 6:06:11.992000,Recurring,facebook,33000,식이요법보조제B
9B5E4597,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-03 오후 10:50:11.632000,Recurring,facebook,0,구매안함
ZG8YHTZE,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-18 오후 7:50:29.120000,Recurring,facebook,0,구매안함
TJVSUOKM,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-30 오전 1:05:02.872000,Recurring,facebook,0,구매안함
5EGZPTI4,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-18 오후 10:16:04.936000,Recurring,naver,0,구매안함
Y9MAXI56,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-21 오후 10:47:40.800000,Recurring,facebook,0,구매안함
JCDEHW7S,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-07-29 오후 9:42:50.872000,Recurring,facebook,0,구매안함
JW913S9J,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-05 오전 7:35:22.728000,Recurring,facebook,0,구매안함
VWTSOR20,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-29 오후 2:14:15.400000,Recurring,facebook,0,구매안함
KORY29QR,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-14 오후 11:12:49.592000,Recurring,facebook,17000,식이요법보조제A
WXMAU3XO,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-18 오후 9:47:45.600000,Recurring,google,0,구매안함
0SPWBQ2Q,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-13 오전 12:01:42.008000,Recurring,facebook,17000,식이요법보조제A
7FU4RKCN,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-19 오후 11:25:26.168000,Recurring,facebook,17000,식이요법보조제A
XMQIATPM,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-24 오전 9:57:19.352000,Recurring,others,0,구매안함
E39YVEER,체중감량 프로그램 (타입 A),completed,68900,85900,2017-08-01 오후 1:08:06.016000,Recurring,facebook,17000,식이요법보조제A
53EZUZ5U,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-28 오전 1:52:42.768000,Recurring,naver,0,구매안함
6UBY686U,체중감량 프로그램 (타입B),cancelled,112500,145500,2017-05-15 오전 11:22:10.336000,Recurring,facebook,0,구매안함
B27MN2X1,체중감량 프로그램 (타입 A),completed,112500,145500,2017-06-19 오후 4:23:58.672000,Recurring,facebook,33000,식이요법보조제B
DC70GEI4,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-16 오후 8:53:10.712000,Recurring,facebook,0,구매안함
MOWCNPRU,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-21 오전 8:16:18.376000,Recurring,naver,0,구매안함
406QV03M,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-27 오후 5:21:55.432000,Recurring,naver,0,구매안함
PP4HRAP0,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-13 오후 2:03:34.928000,Recurring,others,0,구매안함
0365B1UA,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-14 오후 9:18:45.304000,Recurring,facebook,0,구매안함
OKSNZ59W,체중감량 프로그램 (타입B),completed,44780,77780,2017-03-30 오후 2:48:38.216000,Recurring,facebook,33000,식이요법보조제B
H6CIR08U,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-19 오전 1:12:01.384000,Recurring,facebook,0,구매안함
0DOG8U9U,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-15 오후 12:05:43.856000,Recurring,facebook,17000,식이요법보조제A
LPYFCZ3A,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-05-26 오후 12:50:51.720000,Recurring,facebook,0,구매안함
SCW6XXVF,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-30 오후 9:55:34.352000,Recurring,facebook,0,구매안함
NRMJSYYL,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-08-28 오후 4:44:32.968000,Recurring,facebook,0,구매안함
OO2S4M6N,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-24 오후 1:31:56.200000,Recurring,others,0,구매안함
XHRAKZ50,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-30 오전 9:41:26.424000,Recurring,facebook,0,구매안함
Q47PHH0C,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-30 오후 11:55:24.016000,Recurring,direct,0,구매안함
WZ0HUTXJ,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-01 오후 1:26:58.912000,Recurring,facebook,0,구매안함
BH9PDE8J,체중감량 프로그램 (타입 A),completed,112500,145500,2017-07-28 오후 10:45:30.784000,Recurring,facebook,33000,식이요법보조제B
RRZOZSHT,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-26 오전 8:49:17.160000,Recurring,direct,0,구매안함
XEBS4NI6,체중감량 프로그램 (타입B),cancelled,112500,152500,2017-04-24 오전 11:31:47.600000,Recurring,others,0,구매안함
M80SFF63,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-25 오전 12:01:56.952000,Recurring,others,0,구매안함
93PJEPAI,체중감량 프로그램 (타입 A),completed,132000,165000,2017-08-24 오후 12:52:35.112000,Recurring,facebook,33000,식이요법보조제B
N8PXZ37I,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-19 오후 2:15:23.904000,Recurring,google,0,구매안함
MO4LTBJH,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-08-22 오후 2:41:28.936000,Recurring,facebook,0,구매안함
Q5PGFTC9,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-05 오후 3:11:16.080000,Recurring,naver,0,구매안함
FE650AFF,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-31 오전 11:40:35.944000,Recurring,email,0,구매안함
HMXDQUK2,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-28 오후 12:30:40.720000,Recurring,naver,0,구매안함
49SRIRMR,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-03-29 오후 11:23:00.704000,Recurring,facebook,0,구매안함
NBO6A09L,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-28 오후 5:07:50.080000,Recurring,facebook,17000,식이요법보조제A
VPY8VD7O,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-25 오전 8:26:35.824000,Recurring,others,0,구매안함
CKHJMD4R,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-01 오후 1:00:53.616000,Recurring,naver,0,구매안함
1BCZ117U,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-22 오후 2:00:13.992000,Recurring,facebook,0,구매안함
UJCA5E5J,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-07 오전 9:31:38.360000,Recurring,facebook,17000,식이요법보조제A
J506EW8W,체중감량 프로그램 (타입 A),refunded,112500,145500,2017-07-26 오전 1:35:51.672000,Recurring,facebook,33000,식이요법보조제B
0NOUSTEQ,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-11 오후 12:59:32.904000,Recurring,facebook,17000,식이요법보조제A
84BDM6GQ,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-16 오후 2:50:02.752000,Recurring,facebook,0,구매안함
3551HBBT,체중감량 프로그램 (타입 A),completed,112500,145500,2017-06-23 오전 8:21:47.104000,Recurring,facebook,33000,식이요법보조제B
9EHQZ0QZ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-28 오후 8:40:44.768000,Recurring,facebook,0,구매안함
FA6QXBHZ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-16 오전 12:23:28.336000,Recurring,email,0,구매안함
538WPTTP,체중감량 프로그램 (타입B),completed,44780,44780,2017-03-18 오후 10:32:02.792001,Recurring,others,0,구매안함
3GQ1NH5C,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-09 오전 1:17:12.624000,Recurring,facebook,0,구매안함
5U0YJVPZ,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-04-26 오전 12:27:25.160000,Recurring,facebook,0,구매안함
BR8J6T7M,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-18 오후 10:09:28.912000,Recurring,facebook,0,구매안함
WGTCILNB,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-17 오후 12:03:51.848000,Recurring,naver,0,구매안함
AC34M328,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-16 오후 3:57:13.232000,Recurring,facebook,17000,식이요법보조제A
2RQGLFT4,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-14 오후 5:12:03.640000,Recurring,facebook,17000,식이요법보조제A
7JDHKW10,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-08-09 오후 3:31:18.384000,Recurring,facebook,0,구매안함
J0XBGZ9W,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-15 오전 12:30:46.928000,Recurring,others,0,구매안함
ULL9D3CV,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-15 오후 9:48:28.952000,Recurring,facebook,17000,식이요법보조제A
L0HDTQ5E,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-06-28 오전 8:07:48.960000,Recurring,naver,0,구매안함
9ZG7CK9X,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-13 오후 12:28:34.424000,Recurring,facebook,0,구매안함
8FSMHV0Z,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-03-13 오후 8:41:12.792000,Recurring,facebook,0,구매안함
ZFPLIGCC,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-03 오후 11:10:22.024000,Recurring,naver,0,구매안함
RRQF05O8,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-14 오후 10:53:10.375999,Recurring,facebook,17000,식이요법보조제A
IMAARQ0Z,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-31 오후 3:00:19.296000,Recurring,facebook,0,구매안함
BRLIOB24,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-23 오후 9:31:33.768000,Recurring,others,0,구매안함
6J5VE2UP,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오후 11:51:29.760000,Recurring,facebook,0,구매안함
QIT7MJ9D,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-26 오후 12:44:21.688000,Recurring,facebook,0,구매안함
4PNQV653,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-29 오전 12:20:28.816000,Recurring,facebook,0,구매안함
R5VE3S4L,체중감량 프로그램 (타입B),completed,112500,145500,2017-04-02 오전 2:31:26.432000,Recurring,facebook,33000,식이요법보조제B
UYWCM3FG,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-23 오후 3:36:04.432000,Recurring,email,0,구매안함
KK24IAJH,체중감량 프로그램 (타입 A),completed,112500,145500,2017-05-30 오후 8:48:44.232000,Recurring,facebook,33000,식이요법보조제B
4EGP0OVI,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-15 오후 1:09:16.712000,Recurring,facebook,17000,식이요법보조제A
TLPI6IPL,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-01 오전 12:50:15.224000,Recurring,facebook,17000,식이요법보조제A
MN8M6QVU,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-31 오후 4:54:05.056000,Recurring,facebook,0,구매안함
9L0Y0EEB,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-25 오후 1:21:23.920000,Recurring,facebook,0,구매안함
B7EHFJMP,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-24 오후 1:30:28.344000,Recurring,others,0,구매안함
PTY2MQHF,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-14 오후 10:26:18.208000,Recurring,facebook,17000,식이요법보조제A
9T7RT26B,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-09 오전 10:25:54.128000,Recurring,naver,0,구매안함
R7E8Y0ID,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-05-29 오전 9:26:26.792000,Recurring,naver,0,구매안함
FUAC6SSM,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-08-18 오전 11:30:25.304000,Recurring,facebook,17000,식이요법보조제A
IJA8RELO,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-24 오후 10:18:25.056000,Recurring,facebook,17000,식이요법보조제A
GF9MS4LO,체중감량 프로그램 (타입B),completed,44780,84780,2017-05-19 오후 4:31:48.224000,Recurring,naver,40000,단백질보충제B
ITPSNK2R,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-06-04 오후 9:55:16.696000,Recurring,facebook,0,구매안함
SO6960DE,체중감량 프로그램 (타입 A),cancelled,112500,152500,2017-05-29 오후 6:01:17.272000,Recurring,others,0,구매안함
4E24Y61Y,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-16 오후 12:14:19.320000,Recurring,facebook,17000,식이요법보조제A
ZVQ8A7WO,체중감량 프로그램 (타입 A),completed,118000,143000,2017-06-09 오전 8:28:45.304001,Recurring,naver,25000,종합비타민A
CZQRZJEF,체중감량 프로그램 (타입 A),completed,112500,145500,2017-08-31 오후 2:12:11.920000,Recurring,facebook,33000,식이요법보조제B
6CHQZWRV,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-30 오후 10:30:26.784000,Recurring,naver,0,구매안함
1M6827AD,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-04 오전 9:17:22.232000,Recurring,facebook,0,구매안함
8NAMTIQ8,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-16 오후 3:55:53.232000,Recurring,facebook,0,구매안함
1631YXX6,체중감량 프로그램 (타입 A),completed,112500,145500,2017-08-09 오후 4:33:45.984000,Recurring,facebook,33000,식이요법보조제B
DOXEWC4R,체중감량 프로그램 (타입B),completed,44780,84780,2017-04-23 오후 11:59:30.280000,Recurring,others,40000,단백질보충제B
7PH659LV,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-12 오전 10:07:40.024000,Recurring,facebook,17000,식이요법보조제A
DPNP3TQD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-30 오전 10:23:59.784000,Recurring,others,0,구매안함
MHC8RQE2,체중감량 프로그램 (타입B),cancelled,112500,145500,2017-03-30 오후 7:12:56.368000,Recurring,facebook,0,구매안함
0YYK45BZ,체중감량 프로그램 (타입 A),completed,112500,145500,2017-05-30 오후 9:30:24.584000,Recurring,facebook,33000,식이요법보조제B
0W91N19G,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-14 오전 8:09:01.304000,Recurring,naver,0,구매안함
XFSF4Y9T,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-02 오후 11:00:01.288000,Recurring,email,0,구매안함
8GKKGINX,체중감량 프로그램 (타입B),cancelled,44780,84780,2017-05-19 오후 4:32:49.224000,Recurring,naver,0,구매안함
NKEAS5IJ,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-15 오전 8:10:25.776000,Recurring,facebook,17000,식이요법보조제A
72DWT9FF,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-29 오전 12:07:55.056000,Recurring,facebook,17000,식이요법보조제A
EDHKYT52,체중감량 프로그램 (타입 A),completed,112500,145500,2017-08-16 오후 8:22:02.832000,Recurring,facebook,33000,식이요법보조제B
52F8O4DY,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-17 오후 12:34:02.072000,Recurring,facebook,17000,식이요법보조제A
5M29FLXC,체중감량 프로그램 (타입 A),completed,112500,145500,2017-07-27 오후 7:44:36.888000,Recurring,facebook,33000,식이요법보조제B
ZUXFYJ3Q,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-16 오전 2:42:49.432000,Recurring,others,0,구매안함
T8DM10HN,체중감량 프로그램 (타입 A),cancelled,118000,151000,2017-06-12 오전 10:15:47.248000,Recurring,facebook,0,구매안함
EIJB4J20,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-01 오전 12:02:55.336000,Recurring,facebook,0,구매안함
KY3BIW8W,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-08-07 오후 6:36:26.816000,Recurring,facebook,0,구매안함
FRPQW5D2,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-18 오후 4:38:16.960000,Recurring,others,0,구매안함
IVWMP9FP,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오전 8:45:27.960000,Recurring,naver,0,구매안함
9B03DV58,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-09 오후 10:05:28.048000,Recurring,naver,0,구매안함
RT7XN8T6,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-18 오후 8:03:04.208000,Recurring,facebook,17000,식이요법보조제A
PWWQDGVD,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-06 오후 11:09:48.576000,Recurring,facebook,0,구매안함
96AHWN4M,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-11 오후 9:15:52.208000,Recurring,facebook,0,구매안함
B4F4WJ3A,체중감량 프로그램 (타입 A),completed,112500,145500,2017-06-01 오후 9:51:36.240000,Recurring,facebook,33000,식이요법보조제B
PDKGNWLY,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-05 오후 8:09:03.880000,Recurring,naver,0,구매안함
81YGAGZY,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-03 오전 6:44:21.984000,Recurring,facebook,0,구매안함
T5DAV18R,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-22 오전 12:18:53.856000,Recurring,facebook,17000,식이요법보조제A
XN2H91IY,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-31 오후 8:06:16.872000,Recurring,facebook,0,구매안함
Y6GVU4CS,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-17 오후 8:45:11.904000,Recurring,facebook,17000,식이요법보조제A
BGV6Y8UA,체중감량 프로그램 (타입B),completed,112500,145500,2017-05-03 오후 5:42:18.832000,Recurring,facebook,33000,식이요법보조제B
7UZPWI8X,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-16 오후 11:27:59.136000,Recurring,naver,0,구매안함
V6DRVK7N,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-03 오후 8:33:12.656000,Recurring,naver,0,구매안함
5JF6N378,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-08 오후 4:50:49.648000,Recurring,facebook,17000,식이요법보조제A
RKKV90IA,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-11 오후 2:18:58.056000,Recurring,others,0,구매안함
CWBXRL0V,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-08-27 오전 12:28:02.376000,Recurring,facebook,0,구매안함
7NF6OS1O,체중감량 프로그램 (타입B),cancelled,112500,137500,2017-04-28 오후 12:48:48.080000,Recurring,others,0,구매안함
QCMN0693,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-28 오후 6:28:10.056000,Recurring,naver,0,구매안함
J8RAKNHO,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-09 오후 9:21:45.656000,Recurring,facebook,0,구매안함
HK8BRDVE,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-05 오후 11:02:20.344001,Recurring,others,0,구매안함
X7N31FZR,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-03 오전 11:27:47.720000,Recurring,facebook,0,구매안함
MHDULYO5,체중감량 프로그램 (타입 A),cancelled,68900,101900,2017-08-17 오후 1:34:10.080000,Recurring,facebook,0,구매안함
6EW0NSOS,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-17 오후 3:23:21.776000,Recurring,others,0,구매안함
UN5D65AB,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-08 오전 2:42:35.816000,Recurring,others,0,구매안함
8XAN98KT,체중감량 프로그램 (타입 A),completed,112500,145500,2017-08-26 오전 4:47:40.576000,Recurring,facebook,33000,식이요법보조제B
WGFNRCNA,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-31 오후 3:55:43.928000,Recurring,email,0,구매안함
ADSVJRXC,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-25 오후 10:03:01.744000,Recurring,facebook,0,구매안함
Z54PQ1DO,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-01 오후 5:59:39.720000,Recurring,facebook,0,구매안함
H8M13H2M,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-31 오후 3:34:11.640000,Recurring,facebook,0,구매안함
NVR3RPHC,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오전 8:50:03.960000,Recurring,naver,0,구매안함
BNPA9M7K,체중감량 프로그램 (타입B),completed,112500,145500,2017-05-10 오후 9:33:58.688000,Recurring,facebook,33000,식이요법보조제B
DXYX9XBO,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-25 오후 8:28:03.008000,Recurring,facebook,0,구매안함
T1TNT7FS,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-08-29 오전 7:40:59.768000,Recurring,facebook,17000,식이요법보조제A
N4EL2DC8,체중감량 프로그램 (타입B),cancelled,112500,145500,2017-03-27 오후 10:32:20.784000,Recurring,facebook,0,구매안함
RT3UL2KV,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-09 오전 11:21:01.720000,Recurring,facebook,0,구매안함
ASWP3XY8,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-06 오후 12:21:58.600000,Recurring,others,0,구매안함
ZUDCD4UG,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-17 오후 4:06:41.856000,Recurring,facebook,0,구매안함
LVHQWHW0,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-26 오후 5:43:23.640000,Recurring,email,0,구매안함
CLJD9GCR,체중감량 프로그램 (타입 A),completed,68900,85900,2017-08-31 오후 7:39:58.864001,Recurring,facebook,17000,식이요법보조제A
C6V075TK,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-29 오후 8:07:57.936000,Recurring,facebook,0,구매안함
A1PX0T6J,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오후 11:29:51.168000,Recurring,naver,0,구매안함
M0VJITO1,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-10 오후 12:47:56.968000,Recurring,facebook,17000,식이요법보조제A
9Y4N0OIU,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-21 오후 11:48:58.072000,Recurring,facebook,17000,식이요법보조제A
3T4RXNU4,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-15 오후 11:17:29.424000,Recurring,others,0,구매안함
XHLZZWY3,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-10 오후 3:43:21.680000,Recurring,facebook,0,구매안함
TEXL22N0,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-06 오후 9:51:45.816000,Recurring,facebook,0,구매안함
Z48MBRKI,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-06 오후 3:45:25.895999,Recurring,email,0,구매안함
8FUYAJX6,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-27 오전 7:48:01.992000,Recurring,others,0,구매안함
PFGGX0MY,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-05 오후 5:34:13.320000,Recurring,facebook,0,구매안함
TSYYVJFE,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-09 오후 11:07:35.048000,Recurring,facebook,0,구매안함
F88BT7UI,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-31 오후 11:40:59.640000,Recurring,facebook,17000,식이요법보조제A
PGGQFOKN,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-25 오전 2:27:31.192000,Recurring,facebook,0,구매안함
CW6EONK4,체중감량 프로그램 (타입 A),completed,118000,135000,2017-06-11 오후 11:13:51.888000,Recurring,facebook,17000,식이요법보조제A
ULUZCUT4,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-03 오전 12:58:08.704000,Recurring,facebook,0,구매안함
NF9VV344,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-07-04 오후 12:05:48.688000,Recurring,facebook,0,구매안함
1O8P0B2K,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-20 오후 2:10:32.320000,Recurring,others,0,구매안함
C0X1HGFW,체중감량 프로그램 (타입B),cancelled,44780,77780,2017-03-26 오후 2:06:14.592000,Recurring,facebook,0,구매안함
LEUYP7Z1,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-26 오후 5:04:30.384000,Recurring,others,0,구매안함
CX96M1PW,체중감량 프로그램 (타입B),completed,112500,145500,2017-03-20 오전 1:24:26.056000,Recurring,facebook,33000,식이요법보조제B
B7E8Z3QP,체중감량 프로그램 (타입B),refunded,112500,112500,2017-03-09 오후 10:13:26.800000,Recurring,facebook,0,구매안함
X91VU8FD,체중감량 프로그램 (타입 A),cancelled,112500,145500,2017-07-28 오후 8:00:56.776000,Recurring,facebook,0,구매안함
8PGBGEBH,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-10 오전 8:27:54.384000,Recurring,facebook,0,구매안함
1AITPDTN,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-28 오후 10:39:51.688000,Recurring,facebook,0,구매안함
7YRKPQPX,체중감량 프로그램 (타입 A),completed,112500,145500,2017-08-15 오전 9:43:52.912000,Recurring,facebook,33000,식이요법보조제B
