회원코드,프로그램,상태,프로그램가격,최종결제금액,결제시각,결제유형,채널,보조식품가격,보조식품(추가구매)
Y9RY2VSI,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-14 오후 7:03:29.976000,Recurring,others,0,구매안함
3GTN3S3B,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-23 오후 8:53:54.368000,Recurring,others,0,구매안함
6B0IG276,체중감량 프로그램 (타입 A),completed,132000,149000,2017-08-23 오후 11:39:21.840000,Recurring,facebook,17000,식이요법보조제A
EMGRU2MO,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-28 오후 8:18:22.824000,Recurring,naver,0,구매안함
1ELG96TX,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-07 오후 5:50:30.944000,Recurring,facebook,0,구매안함
2GHCC4T1,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-24 오전 8:24:43.256000,Recurring,email,0,구매안함
ERJUS7LV,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-25 오전 9:38:14.776000,Recurring,others,0,구매안함
QJ0M8FE7,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-17 오후 7:19:01.024000,Recurring,others,0,구매안함
U9AELHAT,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-09 오후 3:24:28.296000,Recurring,facebook,17000,식이요법보조제A
BXOWUYDX,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-03 오후 9:03:44.352000,Recurring,facebook,0,구매안함
0VRP0TMF,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-30 오전 9:49:03.624000,Recurring,facebook,0,구매안함
WHA00T0L,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-13 오전 9:40:59.264000,Recurring,facebook,0,구매안함
0YPFDVKU,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-22 오후 12:48:08.800000,Recurring,facebook,0,구매안함
O0C3P7SU,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-11 오후 11:30:44.687999,Recurring,facebook,0,구매안함
7T5RYBLV,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-18 오후 2:03:06.000000,Recurring,direct,0,구매안함
ZC01N2ST,체중감량 프로그램 (타입 A),completed,112500,129500,2017-05-12 오전 11:07:15.656000,Recurring,facebook,17000,식이요법보조제A
AN2WB6OQ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-19 오전 2:10:51.824001,Recurring,facebook,0,구매안함
LP7OHA42,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-29 오후 1:35:57.672000,Recurring,facebook,0,구매안함
FJSTM98I,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-25 오후 2:14:20.144000,Recurring,facebook,0,구매안함
G4VXSSP3,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-30 오후 9:35:18.728000,Recurring,others,0,구매안함
VFXF1G53,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-11 오후 11:47:54.744000,Recurring,others,0,구매안함
Z6D4QC4N,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오전 2:51:00.120000,Recurring,facebook,0,구매안함
A61CXZBB,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-16 오후 9:04:13.144000,Recurring,facebook,17000,식이요법보조제A
8Z1PV3S9,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-31 오후 4:56:38.624001,Recurring,facebook,0,구매안함
A87BXGTI,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-15 오후 6:58:08.856000,Recurring,email,0,구매안함
4X7L3N7Q,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-16 오후 1:44:20.592000,Recurring,facebook,17000,식이요법보조제A
PYEYV5F4,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오전 11:56:39.432000,Recurring,facebook,0,구매안함
N67TYB3D,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-21 오전 9:27:47.712000,Recurring,facebook,17000,식이요법보조제A
BDNMH06U,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-04 오전 7:53:46.304000,Recurring,facebook,17000,식이요법보조제A
L02H0RJM,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-15 오후 2:03:26.704000,Recurring,email,0,구매안함
L6HBLXR9,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-02 오전 12:06:31.904000,Recurring,google,0,구매안함
71UFR10M,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-26 오후 2:09:27.848000,Recurring,facebook,0,구매안함
HBWN6WKY,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-14 오후 3:56:10.184000,Recurring,facebook,0,구매안함
SDB0JD2T,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-18 오후 7:55:11.208000,Recurring,facebook,17000,식이요법보조제A
SELI52Q1,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-05 오후 11:45:58.400000,Recurring,facebook,0,구매안함
O4OWMJG7,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-20 오후 8:20:03.880000,Recurring,facebook,0,구매안함
57W10VIH,체중감량 프로그램 (타입 A),cancelled,68900,85900,2017-08-11 오전 1:44:50.112000,Recurring,facebook,0,구매안함
W66XIBPR,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-11 오후 9:29:20.824000,Recurring,facebook,17000,식이요법보조제A
Y2EQ6I1Y,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-19 오후 5:47:04.128000,Recurring,facebook,17000,식이요법보조제A
F9MES5MW,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-30 오후 11:28:27.032000,Recurring,facebook,0,구매안함
9YKKZL7G,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-10 오후 5:09:08.280000,Recurring,facebook,0,구매안함
C6SIE8AP,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-10 오후 6:22:41.136000,Recurring,facebook,17000,식이요법보조제A
OMPJG711,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-25 오전 8:12:56.296000,Recurring,others,0,구매안함
KR7ZUISV,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-13 오전 10:02:10.784000,Recurring,others,0,구매안함
J9ANAYK8,체중감량 프로그램 (타입 A),completed,68900,68900,2017-07-19 오후 11:04:42.032000,Recurring,facebook,0,구매안함
YSQVED6O,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오전 11:29:23.736000,Recurring,email,0,구매안함
1YPIFCUU,체중감량 프로그램 (타입 A),cancelled,132000,132000,2017-08-24 오전 2:51:29.872000,Recurring,email,0,구매안함
JH9DEK3D,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-29 오전 10:56:32.984000,Recurring,facebook,0,구매안함
EK2J7K4H,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-07 오전 8:58:46.272000,Recurring,others,0,구매안함
467U7YNV,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-23 오전 8:52:28.656000,Recurring,facebook,0,구매안함
F1HVDTF4,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-21 오후 10:20:25.080000,Recurring,facebook,0,구매안함
XOON30QW,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-10 오전 10:06:23.240000,Recurring,naver,0,구매안함
GW6O8VHY,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-24 오전 9:00:26.016000,Recurring,facebook,0,구매안함
PM03647G,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-04-13 오전 11:41:02.312000,Recurring,facebook,0,구매안함
QBSY7YH0,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-12 오후 7:06:28.256000,Recurring,facebook,17000,식이요법보조제A
XGTCUKFW,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-06 오후 6:08:32.696000,Recurring,email,0,구매안함
I8UUGPGG,체중감량 프로그램 (타입 A),cancelled,68900,68900,2017-06-02 오후 12:08:08.928000,Recurring,naver,0,구매안함
7R2RZEQ5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-27 오후 12:22:02.392000,Recurring,google,0,구매안함
Y76GKF9I,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-28 오전 11:49:02.208000,Recurring,facebook,0,구매안함
AR2DO3HW,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-26 오후 11:08:06.016000,Recurring,naver,0,구매안함
D76BFB92,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-07 오전 11:43:41.952000,Recurring,naver,0,구매안함
12GNEHGC,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-26 오후 10:42:42.384000,Recurring,facebook,0,구매안함
TYEASGVW,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-18 오후 6:42:35.280000,Recurring,facebook,0,구매안함
GH4SPBP7,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-05-11 오후 12:24:54.976000,Recurring,facebook,0,구매안함
D59O21LH,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-22 오후 11:30:26.128000,Recurring,others,0,구매안함
640TRSV3,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-17 오전 12:25:17.368000,Recurring,facebook,0,구매안함
ARJOF5CJ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-16 오전 8:24:55.240000,Recurring,facebook,0,구매안함
3HT1S53T,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-03 오후 3:46:56.232000,Recurring,facebook,0,구매안함
SQW7J80S,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-22 오전 12:09:54.856000,Recurring,facebook,17000,식이요법보조제A
7UE78LUN,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-19 오후 10:26:33.864000,Recurring,others,0,구매안함
DS5OXOQ6,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-12 오후 2:35:34.304000,Recurring,google,0,구매안함
G0ES698N,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-12 오전 10:40:56.384000,Recurring,direct,0,구매안함
DD8PSBUM,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-24 오전 8:53:04.648000,Recurring,others,0,구매안함
0Y86CYOJ,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-17 오전 4:37:17.872000,Recurring,facebook,17000,식이요법보조제A
ITXGDMOG,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-23 오후 8:05:27.016000,Recurring,others,0,구매안함
7N78AFKU,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-22 오후 8:13:37.016000,Recurring,naver,0,구매안함
7PKV5ST3,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-28 오후 11:57:05.792000,Recurring,facebook,0,구매안함
219SU87C,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-23 오전 10:42:02.304000,Recurring,facebook,0,구매안함
ITH61BBV,체중감량 프로그램 (타입 A),cancelled,137800,154800,2017-06-02 오전 7:27:15.800000,Recurring,facebook,0,구매안함
KPZ6AV6L,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-06 오전 12:01:33.184000,Recurring,facebook,0,구매안함
NZ0XLD2V,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-17 오후 10:23:15.712000,Recurring,facebook,0,구매안함
H3KPU99L,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-09 오후 6:32:26.152000,Recurring,naver,0,구매안함
RDZYYEGX,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-12 오후 4:42:37.304000,Recurring,instagram,0,구매안함
DPTM3D32,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-08 오전 3:53:28.752000,Recurring,facebook,0,구매안함
OZYW94EK,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오전 12:00:36.576000,Recurring,facebook,0,구매안함
A1KZPCA2,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-07 오후 1:15:50.688000,Recurring,facebook,0,구매안함
KZ6G7E5B,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-29 오후 4:55:52.064000,Recurring,others,0,구매안함
QRMQGM68,체중감량 프로그램 (타입 A),refunded,68900,68900,2017-07-19 오전 12:10:25.224000,Recurring,facebook,0,구매안함
79T08SL6,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-08 오전 2:58:47.784000,Recurring,others,0,구매안함
16UDTOG2,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-03-08 오후 11:31:30.608000,Recurring,facebook,0,구매안함
V910BN81,체중감량 프로그램 (타입 A),completed,68900,68900,2017-08-13 오전 7:02:22.928000,Recurring,facebook,0,구매안함
0HM6EY2E,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-08 오후 10:45:41.992000,Recurring,others,0,구매안함
WNF8S9TI,체중감량 프로그램 (타입 A),completed,68900,68900,2017-08-17 오후 1:32:44.080000,Recurring,facebook,0,구매안함
7GW9N0CU,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-04 오후 10:56:42.200000,Recurring,facebook,0,구매안함
ULZ145GI,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-28 오후 3:58:10.640000,Recurring,naver,0,구매안함
N828TCZ8,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-01 오후 6:16:12.760000,Recurring,facebook,0,구매안함
FSYK0YJL,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-12 오후 1:08:36.648000,Recurring,email,0,구매안함
0QKFV7N4,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-01 오후 10:40:09.192000,Recurring,facebook,0,구매안함
AWB68PSL,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-02 오후 5:04:18.240000,Recurring,google,0,구매안함
783C8MF6,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-14 오전 11:05:22.272000,Recurring,facebook,0,구매안함
121Y94CT,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-18 오전 8:30:41.256000,Recurring,naver,0,구매안함
QBC6XD9Y,체중감량 프로그램 (타입B),completed,44780,61780,2017-05-10 오후 2:43:02.200000,Recurring,facebook,17000,식이요법보조제A
G1GXHMTO,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오후 10:23:27.424000,Recurring,facebook,0,구매안함
CGHFJ726,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-26 오후 10:41:33.920000,Recurring,facebook,17000,식이요법보조제A
48OHR30T,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-20 오후 1:42:41.720000,Recurring,facebook,0,구매안함
0P1U681N,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-11 오후 11:28:56.744000,Recurring,others,0,구매안함
LDRU448C,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-13 오후 1:02:17.080000,Recurring,facebook,0,구매안함
78CRX43T,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-21 오전 9:48:02.704000,Recurring,facebook,0,구매안함
HQFOUJB0,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-07 오전 12:13:28.904000,Recurring,facebook,0,구매안함
QEM9BICD,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-16 오전 4:03:11.632000,Recurring,facebook,17000,식이요법보조제A
YCAREF8A,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-13 오후 7:06:02.296000,Recurring,facebook,0,구매안함
H6RXU1B6,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-15 오전 11:46:01.336000,Recurring,others,0,구매안함
C4JJ6UEL,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-05-07 오후 9:26:03.312001,Recurring,facebook,0,구매안함
YBIXGSC0,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-11 오후 1:09:31.920000,Recurring,others,0,구매안함
ODXWELGM,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-20 오후 6:37:00.880000,Recurring,facebook,0,구매안함
ANRC3K5L,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-11 오후 11:02:18.400000,Recurring,naver,0,구매안함
0U8D1J45,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-03 오후 9:40:03.640000,Recurring,naver,0,구매안함
KH2ZDIHL,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-30 오후 1:21:51.352000,Recurring,facebook,0,구매안함
KVFI18C8,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-09 오후 2:59:32.784000,Recurring,naver,0,구매안함
RDBNEGO2,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-07 오후 8:56:37.144000,Recurring,direct,0,구매안함
KRBG0MSJ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-02 오전 5:15:20.656000,Recurring,facebook,0,구매안함
GN4RTMY5,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-08 오전 12:39:26.688000,Recurring,facebook,0,구매안함
XC16WAGQ,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-17 오후 9:12:47.592000,Recurring,naver,0,구매안함
X3OI48N7,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-27 오후 9:03:58.776000,Recurring,others,0,구매안함
05XGJS83,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-01 오후 10:51:18.960000,Recurring,facebook,0,구매안함
C7O23YMP,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-29 오후 1:30:04.048000,Recurring,email,0,구매안함
U47J0UDD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-25 오후 2:15:02.400000,Recurring,naver,0,구매안함
QI3W7A0J,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-18 오전 10:45:48.728000,Recurring,others,0,구매안함
3KCCXEXF,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-12 오전 3:32:24.112000,Recurring,facebook,0,구매안함
6OXC9RZ5,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-27 오후 12:15:15.392000,Recurring,google,0,구매안함
KQNA9JDO,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-25 오전 9:34:01.600000,Recurring,others,0,구매안함
VLYF3BVR,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-28 오후 12:06:41.264000,Recurring,naver,0,구매안함
REUUZI2Z,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-03 오후 9:30:00.400000,Recurring,naver,0,구매안함
UVHBJPLN,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-07 오후 6:22:53.888000,Recurring,facebook,0,구매안함
M6PAGHJV,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-16 오전 10:32:15.592000,Recurring,facebook,0,구매안함
KHFGECED,체중감량 프로그램 (타입 A),cancelled,68900,68900,2017-08-22 오후 5:02:27.704000,Recurring,facebook,0,구매안함
JCC0AKNL,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-06 오전 9:45:29.248000,Recurring,others,0,구매안함
H0WY6VUD,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-25 오전 8:32:35.600001,Recurring,facebook,0,구매안함
8FZJX669,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-03-23 오전 12:12:16.952000,Recurring,facebook,0,구매안함
QES1KKQ7,체중감량 프로그램 (타입 A),cancelled,68900,68900,2017-06-01 오후 8:01:14.920000,Recurring,facebook,0,구매안함
UO4QVVOB,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-21 오전 1:12:21.264000,Recurring,facebook,17000,식이요법보조제A
ZJ1TL43L,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-05 오후 12:23:27.760000,Recurring,facebook,0,구매안함
71688DIR,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-05 오후 11:37:33.920000,Recurring,facebook,0,구매안함
TFOCH2KY,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-15 오후 5:13:07.672000,Recurring,naver,0,구매안함
KOEL1US5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-30 오후 2:12:31.888000,Recurring,naver,0,구매안함
C36X6268,체중감량 프로그램 (타입 A),completed,137800,154800,2017-06-02 오전 7:20:05.800000,Recurring,facebook,17000,식이요법보조제A
YGFMRAEG,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-31 오전 12:26:48.632000,Recurring,facebook,0,구매안함
DK8EDHF5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-28 오후 2:25:22.728000,Recurring,facebook,40000,단백질보충제B
4WOJ5X20,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-02 오후 11:13:57.328000,Recurring,facebook,0,구매안함
ZXH510NF,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-12 오전 11:12:43.352000,Recurring,email,0,구매안함
0OIIREUZ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-05-31 오후 2:32:33.600000,Recurring,facebook,0,구매안함
F7QOQOE5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-07 오후 1:53:16.335999,Recurring,direct,0,구매안함
H06QEG8W,체중감량 프로그램 (타입 A),completed,132000,149000,2017-08-27 오전 10:59:00.272000,Recurring,facebook,17000,식이요법보조제A
6OO2VNRJ,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-29 오전 8:13:15.008000,Recurring,facebook,0,구매안함
BEGM6E5U,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-08-16 오후 3:47:36.792000,Recurring,facebook,0,구매안함
FFT0ACCG,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-25 오후 5:42:02.056000,Recurring,facebook,17000,식이요법보조제A
SOX8B8HT,체중감량 프로그램 (타입B),completed,44780,44780,2017-03-14 오후 6:52:57.200000,Recurring,others,0,구매안함
BD7ZKARG,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-26 오후 1:29:29.928000,Recurring,facebook,0,구매안함
T7MYI7FS,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-24 오전 9:53:13.352000,Recurring,others,0,구매안함
4ZY0U1EO,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-11 오전 10:04:40.096000,Recurring,facebook,0,구매안함
ECSF1DLN,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-24 오후 11:57:58.224000,Recurring,facebook,0,구매안함
XVY6IGGY,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-26 오전 1:48:15.672000,Recurring,facebook,0,구매안함
DMQI3SIH,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-07-21 오전 1:37:11.016000,Recurring,facebook,17000,식이요법보조제A
3E6O1Z36,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-21 오후 3:36:17.375999,Recurring,facebook,0,구매안함
AG2W8X58,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-21 오후 11:26:02.304000,Recurring,facebook,0,구매안함
AQZID44K,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-02 오후 11:04:34.664001,Recurring,facebook,0,구매안함
N1O5PHRC,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-15 오후 7:02:16.688000,Recurring,facebook,0,구매안함
HIJMLW9O,체중감량 프로그램 (타입B),refunded,112500,129500,2017-04-05 오전 7:55:50.968000,Recurring,facebook,17000,식이요법보조제A
0QT4TJOT,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-22 오후 7:45:29.056000,Recurring,others,0,구매안함
82AHU285,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-24 오전 11:49:39.056000,Recurring,facebook,0,구매안함
73BDFCKB,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-12 오후 12:01:36.360000,Recurring,email,0,구매안함
XGMEFNW7,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-19 오후 2:20:47.208000,Recurring,facebook,0,구매안함
TXZ3Q0WG,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-15 오후 4:44:36.592000,Recurring,facebook,0,구매안함
QZY3L3CL,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-13 오후 11:28:28.712000,Recurring,others,0,구매안함
1W021UT2,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-26 오후 12:57:29.720000,Recurring,facebook,0,구매안함
8ZT4Y5EP,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-04 오전 10:42:06.112000,Recurring,facebook,0,구매안함
2HC3ENXR,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-22 오후 2:50:00.664000,Recurring,facebook,0,구매안함
SLKBSW2M,체중감량 프로그램 (타입 A),completed,118000,118000,2017-06-10 오후 12:12:03.032000,Recurring,facebook,0,구매안함
KR8QNH35,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-27 오전 9:29:09.752000,Recurring,facebook,0,구매안함
0I4IZTM9,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-03 오후 1:48:50.656000,Recurring,facebook,0,구매안함
35CLCZ38,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-14 오전 9:14:00.872000,Recurring,facebook,0,구매안함
CUHW1RED,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-07 오전 11:56:53.064000,Recurring,facebook,0,구매안함
A7H3I9ZY,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-21 오전 8:52:35.248000,Recurring,naver,0,구매안함
CBRAE261,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-01 오후 1:44:32.416000,Recurring,facebook,0,구매안함
6HDMSYA2,체중감량 프로그램 (타입B),refunded,112500,129500,2017-03-19 오후 12:52:43.736000,Recurring,facebook,17000,식이요법보조제A
R6I298UC,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-03-15 오후 11:21:40.032000,Recurring,facebook,0,구매안함
B02R6QT3,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-31 오전 9:49:28.032000,Recurring,others,0,구매안함
OT60E3FE,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-06-12 오후 9:30:40.216000,Recurring,facebook,17000,식이요법보조제A
KS82G4ML,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-14 오후 5:27:25.640000,Recurring,facebook,0,구매안함
S8GJNUV0,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-06 오후 10:58:56.624001,Recurring,facebook,0,구매안함
GMCA2L2B,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-03 오후 10:32:50.008000,Recurring,facebook,17000,식이요법보조제A
ZKDOQR1I,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-16 오후 10:55:25.992000,Recurring,facebook,0,구매안함
6CT54XKM,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-10 오후 9:52:04.248000,Recurring,facebook,0,구매안함
U2BC3GU3,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-04 오전 11:48:32.768000,Recurring,facebook,0,구매안함
IU5IKTVF,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-17 오전 10:15:47.072000,Recurring,others,0,구매안함
MYFHA64M,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-17 오전 6:29:37.952000,Recurring,facebook,0,구매안함
3BZDX59Z,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-09 오전 1:17:59.840000,Recurring,facebook,0,구매안함
0RJVSXNZ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-23 오후 5:38:16.392000,Recurring,others,0,구매안함
1X0MSJ5K,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-04 오후 11:28:25.352000,Recurring,facebook,0,구매안함
HQSBS5HN,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-03 오후 1:17:41.816000,Recurring,facebook,0,구매안함
VX9EY68F,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-08 오후 6:39:47.240000,Recurring,facebook,0,구매안함
